,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
817,4897,6049,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,327,right-hand
818,4908,6060,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_spm-5-0-0_con.nii,spm-5-0-0,327,right-hand
819,4909,6061,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_spm-5-0-1_con.nii,spm-5-0-1,327,right-hand
820,4920,6072,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,328,right-hand
821,4921,6073,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,328,right-hand
822,4932,6084,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_spm-5-0-0_con.nii,spm-5-0-0,328,right-hand
823,4933,6085,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_spm-5-0-1_con.nii,spm-5-0-1,328,right-hand
824,4944,6144,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,330,right-hand
825,4945,6145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,330,right-hand
826,4956,6156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_spm-5-0-0_con.nii,spm-5-0-0,330,right-hand
827,4957,6157,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_spm-5-0-1_con.nii,spm-5-0-1,330,right-hand
828,4968,6168,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,331,right-hand
829,4969,6169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,331,right-hand
830,4980,6180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_spm-5-0-0_con.nii,spm-5-0-0,331,right-hand
831,4981,6181,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_spm-5-0-1_con.nii,spm-5-0-1,331,right-hand
832,4992,6192,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,332,right-hand
833,4993,6193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,332,right-hand
834,5004,6204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_spm-5-0-0_con.nii,spm-5-0-0,332,right-hand
835,5005,6205,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_spm-5-0-1_con.nii,spm-5-0-1,332,right-hand
836,5016,6216,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,333,right-hand
837,5017,6217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,333,right-hand
838,5028,6228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_spm-5-0-0_con.nii,spm-5-0-0,333,right-hand
839,5029,6229,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_spm-5-0-1_con.nii,spm-5-0-1,333,right-hand
840,5040,6240,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,334,right-hand
841,5041,6241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,334,right-hand
842,5052,6252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_spm-5-0-0_con.nii,spm-5-0-0,334,right-hand
843,5053,6253,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_spm-5-0-1_con.nii,spm-5-0-1,334,right-hand
844,5064,6288,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,336,right-hand
845,5065,6289,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,336,right-hand
846,5076,6300,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_spm-5-0-0_con.nii,spm-5-0-0,336,right-hand
847,5077,6301,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_spm-5-0-1_con.nii,spm-5-0-1,336,right-hand
848,5088,6312,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,337,right-hand
849,5089,6313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,337,right-hand
850,5100,6324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_spm-5-0-0_con.nii,spm-5-0-0,337,right-hand
851,5101,6325,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_spm-5-0-1_con.nii,spm-5-0-1,337,right-hand
852,5112,6336,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,338,right-hand
853,5113,6337,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,338,right-hand
854,5124,6348,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_spm-5-0-0_con.nii,spm-5-0-0,338,right-hand
855,5125,6349,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_spm-5-0-1_con.nii,spm-5-0-1,338,right-hand
856,5136,6360,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,339,right-hand
857,5137,6361,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,339,right-hand
858,5148,6372,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_spm-5-0-0_con.nii,spm-5-0-0,339,right-hand
859,5149,6373,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_spm-5-0-1_con.nii,spm-5-0-1,339,right-hand
860,5160,6408,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,340,right-hand
861,5161,6409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,340,right-hand
862,5172,6420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_spm-5-0-0_con.nii,spm-5-0-0,340,right-hand
863,5173,6421,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_spm-5-0-1_con.nii,spm-5-0-1,340,right-hand
864,5184,6432,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,341,right-hand
865,5185,6433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,341,right-hand
866,5196,6444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_spm-5-0-0_con.nii,spm-5-0-0,341,right-hand
867,5197,6445,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_spm-5-0-1_con.nii,spm-5-0-1,341,right-hand
868,5208,6528,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,345,right-hand
869,5209,6529,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,345,right-hand
870,5220,6540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_spm-5-0-0_con.nii,spm-5-0-0,345,right-hand
871,5221,6541,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_spm-5-0-1_con.nii,spm-5-0-1,345,right-hand
872,5232,6552,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,346,right-hand
873,5233,6553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,346,right-hand
874,5244,6564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_spm-5-0-0_con.nii,spm-5-0-0,346,right-hand
875,5245,6565,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_spm-5-0-1_con.nii,spm-5-0-1,346,right-hand
876,5256,6576,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,347,right-hand
877,5257,6577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,347,right-hand
878,5268,6588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_spm-5-0-0_con.nii,spm-5-0-0,347,right-hand
879,5269,6589,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_spm-5-0-1_con.nii,spm-5-0-1,347,right-hand
880,5280,6648,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,34,right-hand
881,5281,6649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,34,right-hand
882,5292,6660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_spm-5-0-0_con.nii,spm-5-0-0,34,right-hand
883,5293,6661,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_spm-5-0-1_con.nii,spm-5-0-1,34,right-hand
884,5304,6672,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,350,right-hand
885,5305,6673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,350,right-hand
886,5316,6684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_spm-5-0-0_con.nii,spm-5-0-0,350,right-hand
887,5317,6685,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_spm-5-0-1_con.nii,spm-5-0-1,350,right-hand
888,5328,6696,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,351,right-hand
889,5329,6697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,351,right-hand
890,5340,6708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_spm-5-0-0_con.nii,spm-5-0-0,351,right-hand
891,5341,6709,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_spm-5-0-1_con.nii,spm-5-0-1,351,right-hand
892,5352,6720,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,352,right-hand
893,5353,6721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,352,right-hand
894,5364,6732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_spm-5-0-0_con.nii,spm-5-0-0,352,right-hand
895,5365,6733,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_spm-5-0-1_con.nii,spm-5-0-1,352,right-hand
896,5376,6744,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,353,right-hand
897,5377,6745,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,353,right-hand
898,5388,6756,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_spm-5-0-0_con.nii,spm-5-0-0,353,right-hand
899,5389,6757,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_spm-5-0-1_con.nii,spm-5-0-1,353,right-hand
900,5400,6792,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,355,right-hand
901,5401,6793,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,355,right-hand
902,5412,6804,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_spm-5-0-0_con.nii,spm-5-0-0,355,right-hand
903,5413,6805,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_spm-5-0-1_con.nii,spm-5-0-1,355,right-hand
904,5424,6816,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,356,right-hand
905,5425,6817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,356,right-hand
906,5436,6828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_spm-5-0-0_con.nii,spm-5-0-0,356,right-hand
907,5437,6829,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_spm-5-0-1_con.nii,spm-5-0-1,356,right-hand
908,5448,6840,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,357,right-hand
909,5449,6841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,357,right-hand
910,5460,6852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_spm-5-0-0_con.nii,spm-5-0-0,357,right-hand
911,5461,6853,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_spm-5-0-1_con.nii,spm-5-0-1,357,right-hand
912,5472,6864,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,358,right-hand
913,5473,6865,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,358,right-hand
914,5484,6876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_spm-5-0-0_con.nii,spm-5-0-0,358,right-hand
915,5485,6877,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_spm-5-0-1_con.nii,spm-5-0-1,358,right-hand
916,5496,6912,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,35,right-hand
917,5497,6913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,35,right-hand
918,5508,6924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_spm-5-0-0_con.nii,spm-5-0-0,35,right-hand
919,5509,6925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_spm-5-0-1_con.nii,spm-5-0-1,35,right-hand
920,5520,6936,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,360,right-hand
921,5521,6937,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,360,right-hand
922,5532,6948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_spm-5-0-0_con.nii,spm-5-0-0,360,right-hand
923,5533,6949,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_spm-5-0-1_con.nii,spm-5-0-1,360,right-hand
924,5544,6960,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,361,right-hand
925,5545,6961,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,361,right-hand
926,5556,6972,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_spm-5-0-0_con.nii,spm-5-0-0,361,right-hand
927,5557,6973,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_spm-5-0-1_con.nii,spm-5-0-1,361,right-hand
928,5568,6984,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,362,right-hand
929,5569,6985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,362,right-hand
930,5580,6996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_spm-5-0-0_con.nii,spm-5-0-0,362,right-hand
931,5581,6997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_spm-5-0-1_con.nii,spm-5-0-1,362,right-hand
932,5592,7008,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,363,right-hand
933,5593,7009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,363,right-hand
934,5604,7020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_spm-5-0-0_con.nii,spm-5-0-0,363,right-hand
935,5605,7021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_spm-5-0-1_con.nii,spm-5-0-1,363,right-hand
936,5616,7032,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,364,right-hand
937,5617,7033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,364,right-hand
938,5628,7044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_spm-5-0-0_con.nii,spm-5-0-0,364,right-hand
939,5629,7045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_spm-5-0-1_con.nii,spm-5-0-1,364,right-hand
940,5640,7056,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,365,right-hand
941,5641,7057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,365,right-hand
942,5652,7068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_spm-5-0-0_con.nii,spm-5-0-0,365,right-hand
943,5653,7069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_spm-5-0-1_con.nii,spm-5-0-1,365,right-hand
944,5664,7080,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,366,right-hand
945,5665,7081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,366,right-hand
946,5676,7092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_spm-5-0-0_con.nii,spm-5-0-0,366,right-hand
947,5677,7093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_spm-5-0-1_con.nii,spm-5-0-1,366,right-hand
948,5688,7104,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,367,right-hand
949,5689,7105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,367,right-hand
950,5700,7116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_spm-5-0-0_con.nii,spm-5-0-0,367,right-hand
951,5701,7117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_spm-5-0-1_con.nii,spm-5-0-1,367,right-hand
952,5712,7176,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,36,right-hand
953,5713,7177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,36,right-hand
954,5724,7188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_spm-5-0-0_con.nii,spm-5-0-0,36,right-hand
955,5725,7189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_spm-5-0-1_con.nii,spm-5-0-1,36,right-hand
956,5736,7224,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,371,right-hand
957,5737,7225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,371,right-hand
958,5748,7236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_spm-5-0-0_con.nii,spm-5-0-0,371,right-hand
959,5749,7237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_spm-5-0-1_con.nii,spm-5-0-1,371,right-hand
960,5760,7248,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,372,right-hand
961,5761,7249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,372,right-hand
962,5772,7260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_spm-5-0-0_con.nii,spm-5-0-0,372,right-hand
963,5773,7261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_spm-5-0-1_con.nii,spm-5-0-1,372,right-hand
964,5784,7272,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,373,right-hand
965,5785,7273,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,373,right-hand
966,5796,7284,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_spm-5-0-0_con.nii,spm-5-0-0,373,right-hand
967,5797,7285,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_spm-5-0-1_con.nii,spm-5-0-1,373,right-hand
968,5808,7320,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,375,right-hand
969,5809,7321,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,375,right-hand
970,5820,7332,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_spm-5-0-0_con.nii,spm-5-0-0,375,right-hand
971,5821,7333,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_spm-5-0-1_con.nii,spm-5-0-1,375,right-hand
972,5832,7344,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,376,right-hand
973,5833,7345,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,376,right-hand
974,5844,7356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_spm-5-0-0_con.nii,spm-5-0-0,376,right-hand
975,5845,7357,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_spm-5-0-1_con.nii,spm-5-0-1,376,right-hand
976,5856,7368,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-377_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,377,right-hand
